"richness","abundance","rf_sd","rf_mean"
56,10097,2.75480783367082,36.6714191948666
57,14496,2.71309317376593,37.6312517742394
58,2537,3.296642174823,33.9190160290287
58,2985,3.16900506534127,34.9898828710871
58,11196,2.79118373589191,37.515859416892
59,1965,3.63954014263375,34.2504325007924
59,18017,2.8318882308865,38.5194237854471
60,7354,3.03846569193376,37.9259995776168
60,7755,3.08585852858885,38.8014574979695
60,16779,2.8718970261029,38.5667560759854
61,16807,2.87962329960507,39.1632799738507
61,17623,2.85286526665061,38.8825182497002
63,7590,3.14694780888474,39.677117344095
64,8124,3.11109076209865,40.6657980781694
64,11357,2.998802058494,39.7940452624141
65,569,4.43552583448069,36.3346585366649
66,13443,3.13424791228766,44.3108520592138
67,9784,3.18203342721589,43.5128774983122
68,6068,3.38609488164469,42.7833021357671
68,6426,3.29565796245398,43.2229547340137
68,13268,3.16513712359405,44.6643618625338
68,15295,3.0943307719005,43.9253328098435
69,6539,3.33625932892981,42.7514974122853
69,8032,3.27126345073314,45.2087415251398
69,8627,3.24386897076723,44.0493822415915
70,1412,4.53074075079278,41.013195534056
71,2870,4.08633424587053,42.4265378705231
72,10060,3.32433492282823,45.7011401967846
72,18236,3.10274705873511,46.364851595213
74,9119,3.41227756894638,46.4665307646577
74,9765,3.4181300740583,46.8526281750992
74,12459,3.27515268669237,45.3415626744177
74,19829,3.16286008860668,45.8878510442041
75,1415,4.90209993050111,42.9501585549411
75,7262,3.56207243868088,45.8489113740533
75,13585,3.33105565457578,47.5430328422067
76,622,5.58201555427904,41.6912192648554
76,3614,4.0293295736287,45.661089323802
76,12412,3.33399243624793,46.276264216867
77,19722,3.25135238290988,48.4789305811098
78,6804,3.74651540375026,47.2518664826246
79,3663,4.12269921932192,47.0453373668717
79,5495,3.87977012832651,47.9913355029407
79,19593,3.25338483211721,48.1777071766757
80,1204,5.5884375814543,42.4939505857582
80,3512,4.29183906190964,47.0651414166395
80,18111,3.3586449316519,49.8086702455576
81,1203,5.77860937854677,42.6253041241901
81,1384,5.73143233240685,43.3835095047954
81,12060,3.50611666562598,48.4171687044653
82,7739,3.84695606597353,51.4152002668563
82,8817,3.75666354389208,51.2341934717409
82,18322,3.37919017472264,50.9696901949208
83,274,6.73877705285293,48.2040978375076
83,15466,3.52700818274169,53.0705246849752
84,12055,3.6076570327034,50.1805592115581
85,291,6.7953342623805,49.5989096115976
85,13244,3.62573085259341,54.0302672847965
85,15094,3.61430776386126,52.9145199667193
85,17249,3.56686474247845,54.4280317730753
86,3660,4.46596549244655,51.1887177248946
86,4986,4.21907437116771,52.5658867687996
86,18649,3.54932066619196,52.5091063716837
87,3046,4.84426066237408,49.8611759239175
87,12231,3.72977896594247,51.4011261250803
87,19782,3.5394610286665,49.3752655929552
88,11573,3.83810140155192,53.2269780631672
88,18653,3.69415942929388,53.2205705678926
91,664,6.98186343643903,45.042765585389
91,3691,4.86735084583132,53.2133370997096
91,19794,3.6787642807613,54.7084981831855
92,11162,3.90483515665965,57.8910707608972
92,19040,3.7272447317873,57.9163643980862
92,19130,3.74804754335092,59.4203277086646
93,8149,4.09705966594921,58.4845359682243
93,12079,3.86232431602258,57.1352202907204
93,14180,3.82273126431935,58.5739549055781
93,19632,3.74085920456843,58.4590132822655
94,9503,4.05706801478,59.5336656036527
95,13203,3.97158117743746,60.9803580912495
95,18211,3.77384765391289,62.8426830081793
96,11486,4.01274017029254,60.1961596837351
96,12510,3.97640342497954,60.3581680396768
96,17237,3.81195504721785,61.7627005237881
96,18927,3.79792190394394,62.6157597214861
97,9863,4.2057285313104,60.672165275018
98,5623,4.74001015836529,60.3851309375461
98,13513,4.06317448695494,61.6798146476746
98,15152,3.98015642631001,61.4895209975132
98,15521,3.97153966359344,61.7382283890096
99,8719,4.34843761217333,61.5013410455673
100,227,7.39263707148473,58.4279498431021
100,2985,5.62110840096521,56.442409653635
101,2654,5.7292982556144,55.559641945904
101,7683,4.49024545232677,62.875401746716
102,644,7.47644026296268,48.3860530439072
102,2231,6.30477982465399,54.9423236965853
102,12209,4.38414899381462,63.8914926434156
103,3078,5.68700543857022,57.5950375898926
103,8520,4.55245175973585,63.7086191223321
103,11244,4.42027611179166,64.5374119310003
104,1793,6.72260507433281,53.9168996669051
104,8309,4.63365240215462,64.8553868060285
104,8566,4.57221513132108,63.7892014388731
104,11389,4.44085873109736,64.7805315705322
105,2242,6.42509554276946,55.5718950193275
105,9620,4.6025106827734,64.7728342320788
106,3787,5.51945940282757,60.9516131219354
106,17980,4.15435431880864,67.278236425813
107,4660,5.39886333133224,60.9394607672336
107,5545,5.26505655681329,64.1377781012518
107,8288,4.8130760651489,66.3047233464891
107,9882,4.63855227443386,65.8639099381021
107,14917,4.29657756373053,67.6016913211064
108,270,7.81960641129964,63.2959274856463
108,6012,5.22032487056857,63.6193649214063
108,13298,4.4239721793707,67.7321951807611
109,268,7.83375371738662,63.4345709694303
109,5750,5.29767295181425,64.4723493970928
109,8522,4.78521634696647,66.7361369851002
110,325,7.82752248465207,56.0487854024031
110,14331,4.42885069031483,68.5019615250958
111,17693,4.32646586417729,69.8260545070335
112,1647,7.10806016646797,56.052418182009
112,12287,4.63638930508258,68.8572322342607
112,17978,4.32694017244142,70.647641276912
112,19040,4.33869540409109,71.5515852859688
113,9702,5.0403101530129,67.8835015544474
113,15104,4.50301791607309,68.8273227776108
113,16643,4.46975238127795,70.9772070504493
113,17521,4.41529596552536,71.1438296894045
114,2506,6.52393256618795,59.6966461964405
114,5218,5.590934255172,64.8651010948562
114,8312,5.19398669376587,69.0116592965472
114,16062,4.46859558728092,70.632118001878
115,8424,5.1952308091146,68.8603550379306
116,3649,6.16950211790158,62.7938620205811
117,3509,6.50668491928809,62.4336505727783
117,18079,4.61305018965323,72.1026945755675
118,15771,4.70250609003859,73.353586828474
119,3049,6.8525466844886,62.1061345838081
119,11934,4.93185229838783,72.9079482160025
119,16163,4.72223206842516,74.7051402035852
120,4273,6.39162950575527,64.1070378966098
120,10262,5.06043221075722,72.8621561562554
120,11017,4.98614003493917,73.2631730239742
121,6485,5.66068637490559,70.7702669832335
122,8572,5.36594191434739,72.702181023182
122,14348,4.86727606676703,75.8998316758474
122,14863,4.84532141285764,76.1085728511084
122,15705,4.81979284982375,76.5081377867224
124,4923,6.27543669507815,68.8313282943554
124,6833,5.70869278894362,70.9372460876904
125,7256,5.67090335859233,72.8772016596977
125,10523,5.09470287813428,74.834532943575
125,13580,4.95138583221242,76.2649637007418
125,16264,4.90848552790008,78.5737061653771
126,688,8.64948443935455,56.2091266636172
126,9840,5.40494801922862,76.2995199850248
127,19143,4.85145659639223,81.1842286915474
128,6109,6.06353265000599,73.0474088333755
128,16041,4.96795531477144,79.4656725511239
129,3621,6.81726035352295,67.9544826291185
129,7622,5.71080612628965,74.9570414630186
129,7729,5.694450134244,74.9346247325633
129,13423,5.2014399966369,78.9525051266044
129,17763,4.85908900779392,79.2453680704648
130,12496,5.28717057787519,78.2223453053148
130,16693,4.90135384526739,79.2521024336413
131,13661,5.19174774115564,78.9881411346032
131,15569,5.07597678305902,79.8168985465681
131,18465,4.94929837075898,79.6620831272499
131,18821,4.99503025137335,81.7362035168796
132,10258,5.51382219971803,78.6914894766496
133,18616,5.01810086282447,80.8622478828588
135,14944,5.23539385569979,81.5643826269832
135,17053,5.21975089513979,82.0929528787398
136,1752,8.64011493767156,63.0247352898896
136,2166,8.35462178334203,64.9675432366891
136,2514,7.8027824225276,66.0286053252783
136,19579,5.12211232645506,83.1095416454643
137,9776,5.84100388947145,81.1688344012433
137,13632,5.41574380169719,81.849534249279
138,2871,7.81039089239839,67.202199731198
139,7203,6.4527780699768,77.6212331125238
139,16036,5.3673247171317,84.2109800705225
140,4967,6.80077226672839,73.824480790377
140,18041,5.28271458294299,83.9150510293335
141,7871,6.21901389735021,80.3040348387406
142,10964,5.79989705454881,84.4640318535361
143,1313,9.03426760031342,63.1569370345675
144,4078,7.65844606484785,73.8066530121973
144,16329,5.40802339954364,87.5847408260339
144,18466,5.3465982608932,87.3327507295526
145,1888,8.7453646925051,65.9121114500253
145,2003,8.41831038434448,65.8571340759758
145,9418,6.21378966081078,84.7095548537616
146,3935,7.92431404826582,73.4334276565321
146,12058,5.92934465092836,85.6551894584614
146,14711,5.67434746800646,86.9365127766405
146,15314,5.66674085028728,87.9814768551862
147,7646,6.6327979553373,84.155487828865
148,7936,6.59812004890381,84.6781610468327
148,8493,6.52219990808101,85.0425680640792
149,7396,6.79979096738821,83.2767480245726
149,9725,6.45282692725632,86.1141091848285
149,11305,6.06352819654516,86.7102536634113
149,11732,6.07181747080855,88.1178531066095
150,5018,7.336144945918,76.5957388640071
150,9767,6.46159308611343,86.7118719978014
150,10413,6.23282192025252,86.2971519171929
151,14893,5.91242235196928,90.4643453312152
151,16386,5.83329100868818,90.7595569640238
151,16918,5.81813993041566,91.1305867042016
152,11469,6.28979615776116,88.0244617224051
154,3753,8.14935388282792,76.763710970938
154,12217,6.20726996611978,90.4979755665998
154,14335,5.9942187237333,91.0152530200579
155,2564,8.52665221768047,71.4016186063258
155,4476,8.00147632874519,80.2878050822673
155,6730,7.25672331082843,85.6736867365635
155,14006,6.11102897807401,91.4651073866517
156,603,9.71155102162333,70.3964444501797
156,7605,7.0617405833679,87.223249211181
156,7692,7.07582438323347,87.8113951851484
156,11624,6.30112773330712,90.3820624189474
156,14779,6.10702012831972,92.824148129145
157,5777,7.5364508187948,83.4338889353805
157,7056,7.24862417800696,85.2968536474923
158,1042,9.6826320060058,68.0764162551519
158,17761,5.95231582305175,94.5113402032879
159,5260,7.7938211974462,81.5645382569866
159,6207,7.52964834067186,84.8341113811592
159,13516,6.2164792696058,92.8572424784249
160,12579,6.38971752167845,93.3542511559075
161,10298,6.58107214543088,90.5164289445594
162,3765,8.59407216247222,78.2130091209913
162,8301,7.10203396899975,89.7460227509167
163,17188,6.16526065612428,96.8039489550999
163,18103,6.09109958206755,95.1979378758102
164,3805,8.76704559876709,78.7375543261814
165,381,10.0525399862092,76.8127059876787
165,5047,8.16797974779641,80.806588696354
165,6257,7.89278254831291,86.7798098318668
165,7191,7.50352393365003,87.6905514716457
165,13529,6.45097470003958,95.0936828543478
166,13336,6.43409218601699,96.7865418464392
166,14770,6.4571644462219,97.9227131109131
166,18154,6.17817494737544,98.6229013178229
167,3929,8.95005385252544,78.997260635587
167,19630,6.05805496343397,99.8429260102755
168,17897,6.1866758827526,98.979349207622
170,7715,7.70710443222327,92.1152787368777
171,12154,6.87844353830545,97.8118708782254
171,14155,6.69943903538325,98.6713550017891
171,14341,6.65648847647318,98.7625921881561
171,14511,6.62845996168691,98.9261281242523
172,2517,9.29013191529435,72.9335929862039
172,6990,7.93344703487766,90.7594647659735
172,14735,6.6571071835832,100.094819552457
173,14259,6.68712538708307,100.305836174117
174,8731,7.58369017891962,95.3140695851479
175,12842,6.99407672723854,99.77473934296
176,6481,8.30905679365074,91.2224232821397
176,13165,6.92213376151245,100.209279697022
176,19805,6.34772953531103,101.312679070748
177,4232,9.1452103453342,83.4249332227897
177,19232,6.47415654297131,104.858276726583
178,4857,8.77432143016379,84.0705778980835
178,6226,8.50956127800009,90.604573960963
178,17145,6.7647972427175,104.381630549335
178,17983,6.60218572639371,103.185094945396
179,7919,7.94882314731739,95.6474443373321
179,17649,6.6179243459468,103.181353199386
180,4916,8.8197082068114,84.2719149421481
180,6389,8.5266671934562,91.9939237574264
180,7106,8.21003131710386,93.0270517700732
180,14658,6.89674890903632,103.283943730718
180,18272,6.5715180587309,105.188463995731
181,9751,7.73170324475566,100.132750948938
181,13306,6.97940112571333,102.701648950956
181,14081,7.02201353900696,103.560494040666
181,14140,7.01592732751088,103.404028810476
181,17049,6.7795908250551,106.23547689586
183,2881,9.80659060885061,76.847269705573
183,2920,9.77201032828956,77.1272510713598
183,3915,9.54139551093602,82.9995292357476
183,6688,8.50293820220914,94.853491146124
184,8856,7.97144087163153,99.0792598458384
184,12715,7.20515268208762,103.268450564367
185,11343,7.42200606003253,101.739216845377
185,13864,7.16319463193547,104.834984579473
185,19376,6.68936872483795,107.025349582752
186,17165,6.94356280000188,107.561113250102
187,6569,8.65116448934537,94.4186733294275
187,7798,8.18944979249107,97.8983428546505
187,12777,7.30621207544999,104.754628746953
189,2006,10.3046092072714,74.13808556429
189,9964,8.04186301158145,101.966660581219
189,13849,7.29734931859049,106.487610853537
189,15030,7.17578824160757,107.02530423819
191,18314,7.01473484375456,109.60657457968
192,4385,9.52104008501654,85.5165299626431
192,12259,7.65614446421498,105.795005295657
192,18673,7.01737549230223,109.998147936388
193,7985,8.44862188989758,100.325659387558
193,17061,7.13048991127058,110.166069955363
194,2560,9.94560536930607,75.4127948277439
194,7026,8.58358687786725,96.4237566354251
194,12793,7.44543338382614,107.380133905086
196,10316,7.92324330823533,103.087344548656
196,12312,7.72303255200273,106.837102440438
197,3982,9.70506717959826,84.7357147121395
197,7744,8.56178286837097,100.96630408252
198,3541,10.1628655202868,85.0717093538623
200,11334,7.82370251566067,106.226799224983
