"richness","abundance","rf_sd","rf_mean"
32,19680,1.89401326741816,21.1997671401453
33,516,2.47258153739603,21.6711800702572
35,11252,2.07110793359625,23.1918501616905
35,11453,2.07110793359625,23.1918501616905
35,17572,2.04140547369354,23.1620801959955
36,3667,2.21505462358199,23.8944391447973
36,14579,2.12717341201939,23.8380415092744
37,1801,2.34170883415591,24.1018456639935
37,2188,2.33318901904191,24.1018456639935
37,10913,2.19477808141069,24.0930711059286
37,14211,2.19009569053144,24.0990350460532
39,1728,2.43228671554841,25.532127774586
39,2073,2.34353962928209,25.6373405530498
39,3558,2.29396093281576,25.6706896407744
40,336,2.71651914256182,25.5788441943655
40,5884,2.28976963503112,26.4233324356327
41,15824,2.19374687797071,27.0822255525067
42,5600,2.42361841675112,27.5697807664092
42,16161,2.24927315235689,27.7240216468824
43,13765,2.28147012567884,28.3710716911979
43,14401,2.27853752275082,28.3710716911979
43,18575,2.28495727550381,28.3502513258958
44,6804,2.47292294016094,28.5736892322932
46,5237,2.56746687214987,30.2860733571088
46,7170,2.53010776021095,30.2821511967149
46,14215,2.37579829342184,30.2692431802345
46,14378,2.38064774084032,30.2879616964965
46,15666,2.37299087786771,30.3117237729573
47,1398,3.40387787233863,29.5435969426746
47,9515,2.54105767289314,30.8207085604398
48,1343,3.39638513142247,29.8486878076129
48,3795,2.72004358913174,30.9546536476763
49,2729,2.85880686821957,31.0236449343279
49,12174,2.52243329071956,31.8386807307249
49,12509,2.52205924777731,31.8456080823029
49,13869,2.51681524652677,31.8434388527683
50,2507,3.00466679550964,31.7197740341175
50,5576,2.70678330371133,32.3749665823889
50,16825,2.54418863634328,32.8480291311634
51,4335,2.86226974736366,32.9284638642464
51,4758,2.76791744611786,32.9867768747546
52,16868,2.58044273199047,33.9371833719839
53,2615,3.10998070453681,32.5892635763727
54,4819,2.85669664378159,34.6462373487822
54,6457,2.72436274721201,34.8156488353871
56,4176,3.02422740851912,35.932119047183
56,10097,2.70435287954942,36.4378003383166
57,14496,2.66491525160115,37.1806019609702
58,2537,3.31379716724908,35.9261794835324
58,2985,3.13352119742139,36.2192665739027
58,11196,2.83439707918944,37.5797721076912
59,1965,3.5767111581513,36.1467447701407
59,18017,2.83053537960427,38.6681420886127
60,7354,3.09464626381724,38.5393221597926
60,7755,3.08295033804021,38.5213786954409
60,16779,2.81581498301886,38.8430466967373
61,16807,2.83336615820839,40.0409397081289
61,17623,2.85509031541765,40.0685885675292
63,7590,3.15793787044641,40.173606052278
64,8124,3.1045605369318,40.1877479290916
64,11357,3.03830891143474,40.4272749392481
65,569,4.79560897808145,39.6241041960755
66,13443,3.09922988365421,42.7286919708637
67,9784,3.15535747833444,43.2729375606236
68,6068,3.37206790009188,42.7770924444824
68,6426,3.29666327836642,42.9233517149061
68,13268,3.14833198963987,44.0829410089068
68,15295,3.12790988779191,44.1322389280917
69,6539,3.3529367545041,43.3449906564286
69,8032,3.24993662264752,44.0929004168115
69,8627,3.23794199708111,44.1503806331814
70,1412,4.818074107653,40.7929247605268
71,2870,4.05119894006595,42.3489843003404
72,10060,3.36370882615957,46.179495346497
72,18236,3.19847854373817,46.8534392981668
74,9119,3.41736420342196,46.9123511778236
74,9765,3.42474310507985,47.0709725908233
74,12459,3.3303019082634,47.4394273942999
74,19829,3.21883412889171,47.8255758058039
75,1415,5.14201533398204,43.1669855982698
75,7262,3.63382240783473,47.3198803842001
75,13585,3.32278098187834,48.1877641779696
76,622,5.92789279843911,41.3234379379637
76,3614,4.06699781377983,46.1708042844795
76,12412,3.39275994125393,48.8511752435215
77,19722,3.24604966609638,49.7767838919207
78,6804,3.79955710644702,48.3389193015419
79,3663,4.17891882584557,47.2468964306614
79,5495,3.94643330618149,48.4077666243458
79,19593,3.28580469541618,51.1118210530111
80,1204,5.8921905552031,42.7807828652504
80,3512,4.18540648283193,47.2440624399853
80,18111,3.32206014312235,51.4318518248104
81,1203,5.97097673207891,42.7216707326566
81,1384,5.6196268126947,44.0394331468829
81,12060,3.57106441612578,51.5701542401613
82,7739,3.8306276266926,51.4984982079381
82,8817,3.75412569613622,51.7539952474021
82,18322,3.38794258394283,53.0646245994108
83,274,6.58984839872945,42.6689632300264
83,15466,3.54274373704137,53.135958957406
84,12055,3.66194727091547,53.5458035779412
85,291,6.70491404572762,43.1214559510211
85,13244,3.55850897805312,54.2418709814511
85,15094,3.61221438270429,54.2453389985729
85,17249,3.55888315119153,54.4656188955344
86,3660,4.52159747193989,51.2716575211054
86,4986,4.21266278704181,52.6705435241204
86,18649,3.57606715994293,54.920286271788
87,3046,4.74905179631165,50.1471725330722
87,12231,3.76961364810074,55.444781421919
87,19782,3.67334148503558,55.9181259042403
88,11573,3.78784664220715,55.9092784944366
88,18653,3.74358492045377,56.418549537837
91,664,6.91031565868296,44.1190996424169
91,3691,4.8161801649227,53.3560395515077
91,19794,3.79854533725642,58.0760589814888
92,11162,3.89250908646669,58.0776418860054
92,19040,3.78216692940716,58.7390640608329
92,19130,3.78216692940716,58.7390640608329
93,8149,4.15173916145767,57.5569423235168
93,12079,3.89115582579424,58.2710220323311
93,14180,3.8611828282653,58.6455196649042
93,19632,3.78408378172212,58.7668556623925
94,9503,4.0755396339394,58.7917695803455
95,13203,4.00571583020446,59.9903436501537
95,18211,3.82625554813918,60.6480420678485
96,11486,4.09691593867352,60.1829960116347
96,12510,4.06495382282984,60.1792313776823
96,17237,3.78250071643088,60.9930409629849
96,18927,3.81241467706028,60.9930409629849
97,9863,4.18027552073396,60.0677004461323
98,5623,4.77141663175337,58.4448351213683
98,13513,4.09468937713705,61.3636663321684
98,15152,3.9486781958618,61.8030079879183
98,15521,3.92998348624188,61.7946170263126
99,8719,4.37217123322826,61.1003519267458
100,227,7.5991047403052,46.4138237727664
100,2985,5.60692797790497,56.3894027490184
101,2654,5.86430235164403,55.626380238073
101,7683,4.56986055359805,62.4575755449503
102,644,7.49146998503246,46.9168896273244
102,2231,6.10583459903552,54.9094442022255
102,12209,4.41235950738448,63.5199992267502
103,3078,5.69188761766967,57.5693038768599
103,8520,4.53253552732694,63.2028694515073
103,11244,4.4405054467091,64.187444145255
104,1793,6.59567692382196,53.1710742759194
104,8309,4.54450524437853,63.4308936683245
104,8566,4.52127696386718,63.4539330501494
104,11389,4.45031565898958,64.9206264773426
105,2242,6.25000779202587,55.3787439390329
105,9620,4.47851429362767,64.7435445867338
106,3787,5.56215982611259,60.0533338498633
106,17980,4.09731183672604,67.154222457223
107,4660,5.45647289798513,61.8367689151715
107,5545,5.31119696227527,63.0559617176209
107,8288,4.67123490159249,64.9785599083461
107,9882,4.46498124958228,65.7209058888551
107,14917,4.24341850726093,67.0751402926877
108,270,7.83050227763722,50.1118154390127
108,6012,5.21167591988164,64.6988993297125
108,13298,4.39394562404294,67.2490375507132
109,268,7.83045849971854,50.9150487400891
109,5750,5.32487604006634,65.0331635527517
109,8522,4.7814695059851,66.6465840009827
110,325,7.85587483977335,52.678953096303
110,14331,4.3542080499089,68.579717742908
111,17693,4.34459023721844,69.8186568888493
112,1647,6.92343578986797,56.5346275756016
112,12287,4.65771029460895,69.28257274498
112,17978,4.29365522909284,70.7490382783789
112,19040,4.28625301001624,70.6253306192783
113,9702,4.88041135708073,68.5262435307364
113,15104,4.50619980841697,69.7722925068597
113,16643,4.37554440953703,70.5660951655022
113,17521,4.38162370374646,70.8558887279201
114,2506,6.62340224775922,59.9822348700304
114,5218,5.61000886576156,65.402709432562
114,8312,5.06819248514239,68.7231995388433
114,16062,4.43196496791529,71.5329171824118
115,8424,5.12050505734085,69.0714611605277
116,3649,6.14051185112455,62.8137465073439
117,3509,6.40512327555052,62.4035975188
117,18079,4.4958752552675,73.1822648658625
118,15771,4.68238840936169,72.8830307006622
119,3049,6.78356361582895,62.740275276799
119,11934,4.86120733442073,72.1144549159953
119,16163,4.64986061127742,73.2762592732849
120,4273,6.21653925408344,67.4125575506391
120,10262,5.01629497171521,73.0092774698301
120,11017,4.9686854872204,73.4899505194638
121,6485,5.57306710058793,70.8121673237861
122,8572,5.30897037852339,72.3308044317658
122,14348,4.82447249977879,75.4554351219349
122,14863,4.81896203481965,75.5666789650791
122,15705,4.79052825382448,75.9155145493864
124,4923,6.23059842596816,70.6500124474833
124,6833,5.6578060916218,71.9878091951106
125,7256,5.5623420422421,73.1140110798844
125,10523,5.14839381286299,75.4824350017722
125,13580,4.95192280853488,77.0007054997849
125,16264,4.83497863771049,77.5269021911248
126,688,8.61456540834984,55.457078869141
126,9840,5.23480155751388,76.0534234163823
127,19143,4.78080395627274,79.2303582031039
128,6109,6.0868352671228,73.6261834993495
128,16041,4.89537756697597,79.2976172330095
129,3621,6.83285162098728,68.7827006465914
129,7622,5.64609746369846,75.0135460031486
129,7729,5.65230849713818,75.1427124777275
129,13423,5.19499731550956,79.1119502530098
129,17763,4.81325425421321,79.8768854306577
130,12496,5.24650715856711,78.8334772190029
130,16693,4.87890963718936,80.198889925132
131,13661,5.1652199726197,80.0834999665481
131,15569,4.99902781018193,80.6576634804828
131,18465,4.90618414779008,81.0715009890807
131,18821,4.90830171562565,81.0932978898188
132,10258,5.51390098703821,79.0281569382595
133,18616,4.96126299278053,81.8809237712585
135,14944,5.21280306187279,82.2311957856128
135,17053,5.21459262251539,82.6677174271309
136,1752,8.68760330421996,62.2883303723813
136,2166,8.27375516956089,64.2429890430779
136,2514,7.9870342085053,65.8871332355653
136,19579,5.12580138674757,83.9057968600643
137,9776,5.75744649588814,80.8097212222819
137,13632,5.48385322790412,82.8655279767685
138,2871,7.73167280805858,67.8385777946048
139,7203,6.4363521098394,78.7342049561794
139,16036,5.36820616085193,84.4776050845181
140,4967,6.8514295063973,75.7861933398447
140,18041,5.30495528453833,85.5031585845904
141,7871,6.24434081879317,80.6806099362329
142,10964,5.85464431329273,84.1122392546645
143,1313,9.00927990458518,60.5031969257437
144,4078,7.63395264111706,74.7419331663869
144,16329,5.39452372391688,87.2505510040614
144,18466,5.35646745644788,87.6880256435349
145,1888,8.70486571216799,64.676217976958
145,2003,8.64918665906216,65.1006508998394
145,9418,6.22758095300346,83.855419067547
146,3935,7.95741465230568,74.6901991373205
146,12058,5.97964412414392,85.7861073879871
146,14711,5.6310579387438,87.5110746968654
146,15314,5.65273816658617,87.6703318790083
147,7646,6.6679424900537,82.6963287267532
148,7936,6.5958109704396,84.0531039875683
148,8493,6.46729854047484,84.33871937155
149,7396,6.77489796633384,83.51026986529
149,9725,6.48045243103702,85.9877158588671
149,11305,6.14683120385973,86.1979800877747
149,11732,6.04202340736669,87.1383474128051
150,5018,7.52339353950848,79.3418966718884
150,9767,6.4796361145266,86.6070045019733
150,10413,6.30826024621158,86.8217010214117
151,14893,5.89134479768752,90.2521830565231
151,16386,5.86753630654839,90.6937489273321
151,16918,5.85074697255904,90.7564160549252
152,11469,6.22815729159681,88.2186383971144
154,3753,8.2131844866447,77.5875567947497
154,12217,6.16831742066557,90.7908457026151
154,14335,5.94920309501419,91.4981519232711
155,2564,8.76677269796897,71.8250933626225
155,4476,7.88750091055069,80.502106924784
155,6730,7.15479274175293,86.5296164931712
155,14006,6.06254987123379,91.5946395578855
156,603,9.76278397238555,68.6522877006091
156,7605,6.95376582722572,87.2599630799221
156,7692,6.95376582722572,87.2996144279364
156,11624,6.25821496144856,90.9528617326173
156,14779,6.06257554643396,92.8609421606331
157,5777,7.5335602422911,83.752433039051
157,7056,7.28913704566962,86.9494001944385
158,1042,9.79794720718054,66.2490414372604
158,17761,5.9335874992791,94.867485437746
159,5260,7.86757459334945,83.0762303154731
159,6207,7.50441538780576,85.8152981495846
159,13516,6.21159235505405,93.8363012656606
160,12579,6.42999321195312,93.798459317035
161,10298,6.66765904396932,90.6719897393313
162,3765,8.62844898005092,79.0546075876269
162,8301,7.01986594334095,90.1154355330112
163,17188,6.07424834265003,97.0271595322146
163,18103,6.03829082849048,97.403224917254
164,3805,8.74510004608547,79.1700923373638
165,381,10.4953126980315,89.2142846070386
165,5047,8.27644955669979,83.9322843996771
165,6257,7.85394234371827,87.9111194118613
165,7191,7.5415815852481,89.8151920425351
165,13529,6.39607536168418,96.0501675442972
166,13336,6.39632472671933,97.3662326896268
166,14770,6.4094694690312,98.070638713558
166,18154,6.15823523509278,99.888777178302
167,3929,9.03281910451829,79.4280078456323
167,19630,5.9749348412724,100.775489170404
168,17897,6.20924662185677,100.124656887006
170,7715,7.54867523168316,92.1126645629837
171,12154,6.93193909084647,98.1491597739904
171,14155,6.71385369534669,99.51325031626
171,14341,6.68022757684469,99.5400072759177
171,14511,6.64518088867486,99.6435946990502
172,2517,9.69460144075567,72.796100584372
172,6990,7.97408217311761,91.760207234001
172,14735,6.60948990716941,100.084002764671
173,14259,6.74795230022649,100.816997381611
174,8731,7.66453335868821,95.2754955403923
175,12842,6.95714146345219,99.9926577891026
176,6481,8.34667706262747,91.6284029806102
176,13165,6.92043914366856,100.542094197529
176,19805,6.32130735298416,104.774333866005
177,4232,9.23308856958359,84.1170023344681
177,19232,6.38013301071309,104.719233255292
178,4857,8.8934911956531,87.4668287623295
178,6226,8.54285830440103,91.0155671892456
178,17145,6.74545759837493,104.353108380677
178,17983,6.45296000358578,104.500628054862
179,7919,7.9360276263233,96.3363028960051
179,17649,6.552400425078,105.182994657919
180,4916,9.04593044761987,87.8460359210919
180,6389,8.57798518072321,92.8525302424966
180,7106,8.26674238548477,94.5927292267991
180,14658,6.98247945972561,103.801761560455
180,18272,6.45463362607297,106.473874991148
181,9751,7.76906831460661,100.118989686516
181,13306,6.95947875962682,103.032807280161
181,14081,7.11231207066414,104.15951160457
181,14140,7.10941437418003,104.170446156357
181,17049,6.78673683908145,106.713847185577
183,2881,10.1465672865045,75.2780548103851
183,2920,10.1465672865045,76.3342798891607
183,3915,9.70968902440354,84.0984248286001
183,6688,8.55435222408068,95.1219330039142
184,8856,8.0245432703995,99.1535191986134
184,12715,7.20342172260577,103.80505275663
185,11343,7.54112699915908,102.635916898187
185,13864,7.17813726949698,105.175147491296
185,19376,6.6344520503882,109.226868724855
186,17165,6.88621415688879,108.374387932038
187,6569,8.73230059366245,95.6344356926121
187,7798,8.29104370619792,98.5845215887024
187,12777,7.31662179263774,105.118726872374
189,2006,10.8658134298401,74.6752615003163
189,9964,8.09542062588646,102.786589552892
189,13849,7.31136141644728,106.730472158073
189,15030,7.16720235045866,108.091716665764
191,18314,6.96820474840891,111.118407541487
192,4385,9.59553824165491,86.6677817591722
192,12259,7.76999863027562,107.477522668366
192,18673,6.99979308892771,111.501552786429
193,7985,8.55443588406012,100.516423607881
193,17061,7.12940174105582,111.366391797372
194,2560,10.483955782093,74.8193239694132
194,7026,8.76888804087044,97.9100109935498
194,12793,7.53001405319708,108.427632195513
196,10316,8.22304826495629,104.462738200987
196,12312,7.79496252487478,108.631510887496
197,3982,9.93756634738154,86.161821613856
197,7744,8.75665344963708,100.927873387853
198,3541,10.2467682886267,85.4843385906654
200,11334,8.0650169784853,107.122135804741
